d1,type,d2
DB00935,1,DB00983
DB00344,1,DB00780
DB00314,1,DB00919
DB00295,1,DB01576
DB00250,1,DB09048
DB00555,1,DB11126
DB01039,1,DB06817
DB00187,1,DB00237
DB00503,1,DB00813
DB00934,1,DB01063
DB00214,1,DB01082
DB06237,1,DB09282
DB00968,1,DB01143
DB00541,1,DB00976
DB00393,1,DB00732
DB00619,1,DB06589
DB06589,1,DB08880
DB00859,1,DB06723
DB00715,1,DB00734
DB00921,1,DB01247
DB00540,1,DB01104
DB01365,1,DB09042
DB00841,1,DB01291
DB00615,1,DB01024
DB00780,1,DB01288
DB00696,1,DB01623
DB00610,1,DB06714
DB00176,1,DB00391
DB00871,1,DB05039
DB00715,1,DB01595
DB00454,1,DB09117
DB00427,1,DB00601
DB00656,1,DB09068
DB00321,1,DB09065
DB00843,1,DB08877
DB00865,1,DB09042
DB00877,1,DB04817
DB00935,1,DB01551
DB00559,1,DB01124
DB00573,1,DB00798
DB00530,1,DB06717
DB01331,1,DB01418
DB06209,1,DB06695
DB00177,1,DB00519
DB00570,1,DB01254
DB00932,1,DB08816
DB00924,1,DB09290
DB00307,1,DB01241
DB00302,1,DB09123
DB00864,1,DB06480
DB00983,1,DB00988
DB00388,1,DB00651
DB00468,1,DB01211
DB08912,1,DB09073
DB00252,1,DB00458
DB00738,1,DB00780
DB00294,1,DB08867
DB00683,1,DB09118
DB00988,1,DB09082
DB00912,1,DB01234
DB00344,1,DB01173
DB01200,1,DB02901
DB00344,1,DB09242
DB01403,1,DB08882
DB00648,1,DB00834
DB00489,1,DB06724
DB00440,1,DB00752
DB00569,1,DB04839
DB01045,1,DB09071
DB00921,1,DB01440
DB00880,1,DB09282
DB00564,1,DB01182
DB00946,1,DB04896
DB00159,1,DB09068
DB00907,1,DB09042
DB00651,1,DB00938
DB00413,1,DB00898
DB00201,1,DB00401
DB00310,1,DB09282
DB08826,1,DB11093
DB01072,1,DB08895
DB00196,1,DB00252
DB00193,1,DB01233
DB00818,1,DB09034
DB00199,1,DB09053
DB00237,1,DB00266
DB00393,1,DB08820
DB01232,1,DB08918
DB00204,1,DB00215
DB00624,1,DB01278
DB00181,1,DB06282
DB01001,1,DB06704
DB00697,1,DB01037
DB00783,1,DB06777
DB00675,1,DB09049
DB00776,1,DB08883
DB00237,1,DB01054
DB00220,1,DB09039
DB01353,1,DB04861
DB00477,1,DB00761
DB00857,1,DB09068
DB00854,1,DB06274
DB00248,1,DB09042
DB00819,1,DB01320
DB00215,1,DB05294
DB00476,1,DB00767
DB00311,1,DB01579
DB00295,1,DB00865
DB00196,1,DB00333
DB01149,1,DB04868
DB00191,1,DB00241
DB00627,1,DB00912
DB00387,1,DB01233
DB00425,1,DB00747
DB00224,1,DB01251
DB00307,1,DB01319
DB00622,1,DB09049
DB00387,1,DB01551
DB00321,1,DB01255
DB00268,1,DB00425
DB00401,1,DB00457
DB00412,1,DB08912
DB00887,1,DB09282
DB00816,1,DB01168
DB01223,1,DB01337
DB01120,1,DB01395
DB01418,1,DB04911
DB00363,1,DB00470
DB04876,1,DB09009
DB00337,1,DB09063
DB00343,1,DB00908
DB00715,1,DB01120
DB00414,1,DB00503
DB00586,1,DB00605
DB00726,1,DB00921
DB00696,1,DB06290
DB00657,1,DB01390
DB00590,1,DB00862
DB00502,1,DB01050
DB00196,1,DB06702
DB00413,1,DB06204
DB00675,1,DB08916
DB00334,1,DB01489
DB00104,1,DB00335
DB00470,1,DB00818
DB00390,1,DB04908
DB00215,1,DB00472
DB01110,1,DB01120
DB00198,1,DB01032
DB00199,1,DB06207
DB01001,1,DB01193
DB08903,1,DB09268
DB00582,1,DB01136
DB00270,1,DB00625
DB00203,1,DB00678
DB00334,1,DB08897
DB00248,1,DB00489
DB00563,1,DB00605
DB00780,1,DB06216
DB00656,1,DB01320
DB00678,1,DB06212
DB00651,1,DB01288
DB00872,1,DB00877
DB00615,1,DB06626
DB00712,1,DB00955
DB01167,1,DB06237
DB00498,1,DB01175
DB01340,1,DB08907
DB00822,1,DB01320
DB00448,1,DB06616
DB00458,1,DB01623
DB00648,1,DB01591
DB00413,1,DB00921
DB00648,1,DB04574
DB00366,1,DB00768
DB00712,1,DB01021
DB00814,1,DB00945
DB00813,1,DB00933
DB00465,1,DB09053
DB00860,1,DB06724
DB00745,1,DB09143
DB01418,1,DB09068
DB00091,1,DB00401
DB00573,1,DB00790
DB06290,1,DB09074
DB00540,1,DB00972
DB00524,1,DB01016
DB00686,1,DB00712
DB00421,1,DB00594
DB00366,1,DB01351
DB00449,1,DB01365
DB00159,1,DB00687
DB01178,1,DB06684
DB01618,1,DB06684
DB00422,1,DB00575
DB00677,1,DB01048
DB00390,1,DB06218
DB01174,1,DB05521
DB00590,1,DB01609
DB00266,1,DB00451
DB01072,1,DB08931
DB00582,1,DB00706
DB00237,1,DB00366
DB00863,1,DB06209
DB00397,1,DB00938
DB00864,1,DB01120
DB00813,1,DB01167
DB01149,1,DB06603
DB00798,1,DB01602
DB00752,1,DB09289
DB00633,1,DB06218
DB06210,1,DB11110
DB00648,1,DB04839
DB01021,1,DB01114
DB00230,1,DB09034
DB00852,1,DB01193
DB00668,1,DB01064
DB00484,1,DB00722
DB00755,1,DB01656
DB00458,1,DB06704
DB00433,1,DB09097
DB00661,1,DB09291
DB00261,1,DB08931
DB00590,1,DB02703
DB01071,1,DB01403
DB00450,1,DB00753
DB00269,1,DB05521
DB00502,1,DB00669
DB00835,1,DB01255
DB00951,1,DB01390
DB00420,1,DB01377
DB00564,1,DB04574
DB00454,1,DB00474
DB00496,1,DB06148
DB00502,1,DB00834
DB01018,1,DB01026
DB00387,1,DB00434
DB00363,1,DB01595
DB00865,1,DB06144
DB00528,1,DB00976
DB01045,1,DB01232
DB00400,1,DB00474
DB00524,1,DB00813
DB00374,1,DB00598
DB00237,1,DB00808
DB00331,1,DB00715
DB01367,1,DB05812
DB00418,1,DB00703
DB00252,1,DB00358
DB00263,1,DB01221
DB00872,1,DB01115
DB06724,1,DB08860
DB01263,1,DB06207
DB01004,1,DB01598
DB00563,1,DB09256
DB00598,1,DB00745
DB00182,1,DB00841
DB00374,1,DB04574
DB00163,1,DB00208
DB00564,1,DB01104
DB00414,1,DB01357
DB00567,1,DB09268
DB01017,1,DB01018
DB00211,1,DB01200
DB00248,1,DB00508
DB04855,1,DB06237
DB00598,1,DB01364
DB00203,1,DB00559
DB00622,1,DB01235
DB00916,1,DB01101
DB00934,1,DB01409
DB00159,1,DB01242
DB00266,1,DB00736
DB00605,1,DB06696
DB00317,1,DB00673
DB02901,1,DB06203
DB00569,1,DB01050
DB00715,1,DB06216
DB00524,1,DB01355
DB00423,1,DB00715
DB09072,1,DB09118
DB00500,1,DB01203
DB00904,1,DB00934
DB00625,1,DB01117
DB01174,1,DB01254
DB04839,1,DB09048
DB00334,1,DB00484
DB00206,1,DB01037
DB00333,1,DB01623
DB00186,1,DB01081
DB00285,1,DB01063
DB00741,1,DB01021
DB00932,1,DB06203
DB00285,1,DB00991
DB00371,1,DB00898
DB01021,1,DB01081
DB01211,1,DB01609
DB00366,1,DB00753
DB00193,1,DB04896
DB00503,1,DB08895
DB01124,1,DB01261
DB00989,1,DB01239
DB00672,1,DB01242
DB01041,1,DB04841
DB00831,1,DB01377
DB06209,1,DB06605
DB01551,1,DB09211
DB06824,1,DB09407
DB00318,1,DB00349
DB00884,1,DB00927
DB00503,1,DB00921
DB00408,1,DB01577
DB00656,1,DB01254
DB00191,1,DB00610
DB00780,1,DB08815
DB00343,1,DB01238
DB00708,1,DB05271
DB00373,1,DB01354
DB00601,1,DB06153
DB01115,1,DB01359
DB00187,1,DB00374
DB01063,1,DB09042
DB00313,1,DB06201
DB00557,1,DB01623
DB00519,1,DB09220
DB01124,1,DB04938
DB00318,1,DB00932
DB00910,1,DB01232
DB00361,1,DB00834
DB01263,1,DB09049
DB00540,1,DB00752
DB00872,1,DB06684
DB01232,1,DB08867
DB00925,1,DB04825
DB00343,1,DB09053
DB04817,1,DB08901
DB01579,1,DB09273
DB01173,1,DB01278
DB00559,1,DB09068
DB00393,1,DB00537
DB00390,1,DB00468
DB00332,1,DB09555
DB00737,1,DB06204
DB00366,1,DB00418
DB00368,1,DB01189
DB06781,1,DB09067
DB00780,1,DB09289
DB00681,1,DB01222
DB00359,1,DB00721
DB00956,1,DB01224
DB00907,1,DB00938
DB00220,1,DB00317
DB00195,1,DB04855
DB01136,1,DB09083
DB04839,1,DB09277
DB00290,1,DB00864
DB00006,1,DB00498
DB00752,1,DB01624
DB00470,1,DB06153
DB08865,1,DB08899
DB00320,1,DB00623
DB04844,1,DB09065
DB00715,1,DB01224
DB00224,1,DB01256
DB01353,1,DB09477
DB00382,1,DB01085
DB00285,1,DB00601
DB00871,1,DB01223
DB00231,1,DB06204
DB00661,1,DB01397
DB00490,1,DB06201
DB00358,1,DB01609
DB00350,1,DB04884
DB01353,1,DB01359
DB00187,1,DB00264
DB00268,1,DB01558
DB00418,1,DB08867
DB00732,1,DB01380
DB01182,1,DB09118
DB00408,1,DB00413
DB01211,1,DB01232
DB00202,1,DB00653
DB06711,1,DB09009
DB00381,1,DB00820
DB01026,1,DB06603
DB00804,1,DB08893
DB00227,1,DB01319
DB00559,1,DB08873
DB00136,1,DB01377
DB00387,1,DB00979
DB00277,1,DB00717
DB00956,1,DB01595
DB00484,1,DB00765
DB00186,1,DB09072
DB00334,1,DB00450
DB00252,1,DB00897
DB00188,1,DB01149
DB00813,1,DB06144
DB00342,1,DB05521
DB01233,1,DB09128
DB00700,1,DB00790
DB00555,1,DB01035
DB00295,1,DB00421
DB00414,1,DB06789
DB00014,1,DB00358
DB05521,1,DB09054
DB00723,1,DB09080
DB00661,1,DB01182
DB01609,1,DB06413
DB00564,1,DB01167
DB00501,1,DB09128
DB00254,1,DB00364
DB00503,1,DB06605
DB00387,1,DB00391
DB00399,1,DB00452
DB00346,1,DB00503
DB00460,1,DB00586
DB00335,1,DB00862
DB00561,1,DB00816
DB00220,1,DB09128
DB00696,1,DB01614
DB00908,1,DB01045
DB00465,1,DB00945
DB00252,1,DB09072
DB00201,1,DB09273
DB00482,1,DB08976
DB00091,1,DB01042
DB00241,1,DB06711
DB00661,1,DB05109
DB00254,1,DB00415
DB00195,1,DB00816
DB00968,1,DB01119
DB00684,1,DB00991
DB00402,1,DB00559
DB01197,1,DB09292
DB00091,1,DB00384
DB00823,1,DB04876
DB00682,1,DB01182
DB00794,1,DB06292
DB00258,1,DB06724
DB00968,1,DB08895
DB00573,1,DB04272
DB00091,1,DB01016
DB00364,1,DB00595
DB00813,1,DB01239
DB00204,1,DB00880
DB00762,1,DB01263
DB00697,1,DB08877
DB00854,1,DB09072
DB00328,1,DB04865
DB00091,1,DB00955
DB04896,1,DB09211
DB00368,1,DB01171
DB00796,1,DB01392
DB00925,1,DB01074
DB00706,1,DB00715
DB06237,1,DB06290
DB00569,1,DB06695
DB00741,1,DB09063
DB00553,1,DB01367
DB00652,1,DB00808
DB00661,1,DB01136
DB00622,1,DB08916
DB00864,1,DB01023
DB00316,1,DB01556
DB00252,1,DB01159
DB00418,1,DB06148
DB01193,1,DB01353
DB00321,1,DB01178
DB01353,1,DB08822
DB00908,1,DB06616
DB00620,1,DB00945
DB00996,1,DB08883
DB00573,1,DB00974
DB00191,1,DB00277
DB00997,1,DB01254
DB00503,1,DB08901
DB00408,1,DB01071
DB00224,1,DB01036
DB00381,1,DB01339
DB00687,1,DB01263
DB00393,1,DB01229
DB00280,1,DB00780
DB00458,1,DB00486
DB00484,1,DB05246
DB01167,1,DB01609
DB00619,1,DB00813
DB00014,1,DB09078
DB01018,1,DB08820
DB01018,1,DB06717
DB00334,1,DB09097
DB00191,1,DB06701
DB00623,1,DB00898
DB00695,1,DB09026
DB01234,1,DB06616
DB00673,1,DB00687
DB00313,1,DB01319
DB00476,1,DB00601
DB01017,1,DB01061
DB00351,1,DB00912
DB00484,1,DB00854
DB00582,1,DB09280
DB08912,1,DB09049
DB00602,1,DB09268
DB00468,1,DB00968
DB00337,1,DB00762
DB00661,1,DB00820
DB00332,1,DB00737
DB00672,1,DB02546
DB00501,1,DB00622
DB09053,1,DB09065
DB00252,1,DB00715
DB01120,1,DB09128
DB00320,1,DB01267
DB01005,1,DB01656
DB00346,1,DB00876
DB00862,1,DB00968
DB00918,1,DB00976
DB00220,1,DB00620
DB01118,1,DB06702
DB00465,1,DB00687
DB00765,1,DB09068
DB00484,1,DB00960
DB00635,1,DB09054
DB00359,1,DB00621
DB00321,1,DB01171
DB01124,1,DB09123
DB00346,1,DB00862
DB01609,1,DB05109
DB01221,1,DB09280
DB00503,1,DB06176
DB01254,1,DB09048
DB00956,1,DB01167
DB00246,1,DB00333
DB00422,1,DB01063
DB08897,1,DB09271
DB00529,1,DB00695
DB00331,1,DB00932
DB00337,1,DB01073
DB00497,1,DB06274
DB00460,1,DB00861
DB00199,1,DB00331
DB00780,1,DB09290
DB01104,1,DB03619
DB00619,1,DB00705
DB00379,1,DB01242
DB01223,1,DB08881
DB00582,1,DB01601
DB00573,1,DB01609
DB05246,1,DB06148
DB00176,1,DB00946
DB00243,1,DB01248
DB00615,1,DB00959
DB00703,1,DB09220
DB00371,1,DB00413
DB00661,1,DB09282
DB00224,1,DB00615
DB01211,1,DB08820
DB01072,1,DB08873
DB00598,1,DB05039
DB01416,1,DB09104
DB00752,1,DB01071
DB00956,1,DB01080
DB00669,1,DB04884
DB00252,1,DB00822
DB01082,1,DB08976
DB00367,1,DB01264
DB00382,1,DB00780
DB00675,1,DB09048
DB00232,1,DB00418
DB00648,1,DB09065
DB00237,1,DB04825
DB01621,1,DB09073
DB00222,1,DB09009
DB00374,1,DB04839
DB00851,1,DB01656
DB00966,1,DB01356
DB00091,1,DB01369
DB00222,1,DB00440
DB00413,1,DB00996
DB00222,1,DB00734
DB01267,1,DB06204
DB00794,1,DB00808
DB00205,1,DB00850
DB00554,1,DB01275
DB00628,1,DB09054
DB00834,1,DB01624
DB00263,1,DB01427
DB01100,1,DB01319
DB00401,1,DB08912
DB01198,1,DB09034
DB01211,1,DB09143
DB00519,1,DB00806
DB00176,1,DB01656
DB01050,1,DB01395
DB00363,1,DB09072
DB00283,1,DB06204
DB00207,1,DB09049
DB00816,1,DB01579
DB00974,1,DB01609
DB00252,1,DB00916
DB00661,1,DB09075
DB00559,1,DB09049
DB00476,1,DB06288
DB00468,1,DB01030
DB00625,1,DB01136
DB00199,1,DB00564
DB01221,1,DB01254
DB00450,1,DB01238
DB00273,1,DB08897
DB00976,1,DB09049
DB00624,1,DB00839
DB00321,1,DB03880
DB01095,1,DB01118
DB00196,1,DB01254
DB00316,1,DB00653
DB00674,1,DB00767
DB00232,1,DB00468
DB00190,1,DB00898
DB00908,1,DB01144
DB00341,1,DB00387
DB01590,1,DB04868
DB00285,1,DB01168
DB00732,1,DB01320
DB00186,1,DB00215
DB00956,1,DB01128
DB00564,1,DB00819
DB00181,1,DB08872
DB00784,1,DB09026
DB01253,1,DB04884
DB00294,1,DB04908
DB00586,1,DB00642
DB00433,1,DB00454
DB01621,1,DB06717
DB00595,1,DB01390
DB00252,1,DB01104
DB00924,1,DB01623
DB00418,1,DB00603
DB00621,1,DB00687
DB00803,1,DB06696
DB01255,1,DB09042
DB00368,1,DB01274
DB00182,1,DB01176
DB01100,1,DB01118
DB00603,1,DB08882
DB00472,1,DB01100
DB00266,1,DB00279
DB00413,1,DB01236
DB00708,1,DB09073
DB00295,1,DB01069
DB00696,1,DB09048
DB00126,1,DB01560
DB01100,1,DB09068
DB00215,1,DB09330
DB00834,1,DB00927
DB00863,1,DB01319
DB00213,1,DB00503
DB01167,1,DB09034
DB00637,1,DB01149
DB00413,1,DB01189
DB00334,1,DB01071
DB00915,1,DB06288
DB00561,1,DB00598
DB00176,1,DB01233
DB00186,1,DB00854
DB00762,1,DB09291
DB00277,1,DB00673
DB00458,1,DB06603
DB08865,1,DB08867
DB00237,1,DB00956
DB00622,1,DB06717
DB00091,1,DB01406
DB00121,1,DB09268
DB00586,1,DB06813
DB00295,1,DB00972
DB00318,1,DB00999
DB00366,1,DB00486
DB00610,1,DB09082
DB00363,1,DB06772
DB01233,1,DB09112
DB00761,1,DB00782
DB00747,1,DB01021
DB00196,1,DB00731
DB00499,1,DB09054
DB00418,1,DB08822
DB00474,1,DB00543
DB00780,1,DB05271
DB00246,1,DB00331
DB00186,1,DB06201
DB01238,1,DB01403
DB00512,1,DB00919
DB00476,1,DB00876
DB00470,1,DB01291
DB00418,1,DB00972
DB00202,1,DB01627
DB00281,1,DB00489
DB00486,1,DB00708
DB00425,1,DB00985
DB00252,1,DB00413
DB00612,1,DB08877
DB00277,1,DB01059
DB00605,1,DB01418
DB00564,1,DB00834
DB06148,1,DB08897
DB01156,1,DB09280
DB00528,1,DB09407
DB00263,1,DB00414
DB00904,1,DB01168
DB00960,1,DB01158
DB00378,1,DB06605
DB00206,1,DB05271
DB00186,1,DB00341
DB00564,1,DB00921
DB00780,1,DB00933
DB00307,1,DB04908
DB00613,1,DB00897
DB00486,1,DB01018
DB00277,1,DB04854
DB00320,1,DB00502
DB00418,1,DB01054
DB00206,1,DB01392
DB00843,1,DB01618
DB00283,1,DB00780
DB00370,1,DB00972
DB01264,1,DB08827
DB01167,1,DB08896
DB01030,1,DB04908
DB00243,1,DB01234
DB04908,1,DB09034
DB00224,1,DB06589
DB00325,1,DB01427
DB00623,1,DB06288
DB01037,1,DB01267
DB00775,1,DB06228
DB00396,1,DB01007
DB00215,1,DB01296
DB00479,1,DB00607
DB00313,1,DB01351
DB00675,1,DB01151
DB00679,1,DB09034
DB00495,1,DB00787
DB00715,1,DB01018
DB00268,1,DB00813
DB00484,1,DB00999
DB00908,1,DB08868
DB00477,1,DB00953
DB00705,1,DB08439
DB00696,1,DB01238
DB00420,1,DB09272
DB00715,1,DB00738
DB00313,1,DB01397
DB00220,1,DB00736
DB00476,1,DB01012
DB00622,1,DB01590
DB00648,1,DB06335
DB00497,1,DB08883
DB01268,1,DB08916
DB00637,1,DB05521
DB00332,1,DB00408
DB00224,1,DB08918
DB00621,1,DB06335
DB01017,1,DB09118
DB00501,1,DB00802
DB08873,1,DB09227
DB00648,1,DB00687
DB00484,1,DB01151
DB00788,1,DB01356
DB01238,1,DB08883
DB00366,1,DB09272
DB00191,1,DB06144
DB00246,1,DB00934
DB01112,1,DB09268
DB00514,1,DB00679
DB06228,1,DB09065
DB00790,1,DB00993
DB06704,1,DB06707
DB00224,1,DB00820
DB00732,1,DB00919
DB00673,1,DB00864
DB00313,1,DB00316
DB01045,1,DB06605
DB00844,1,DB01614
DB01069,1,DB01623
DB00222,1,DB01268
DB00715,1,DB00962
DB00564,1,DB08901
DB00374,1,DB00401
DB00648,1,DB01234
DB00679,1,DB00715
DB00586,1,DB01082
DB01211,1,DB09054
DB00613,1,DB00625
DB00176,1,DB09167
DB00202,1,DB00390
DB00014,1,DB00714
DB00450,1,DB00998
DB00802,1,DB00819
DB00613,1,DB00641
DB01251,1,DB06216
DB00182,1,DB00433
DB00474,1,DB01224
DB00252,1,DB00765
DB00211,1,DB00925
DB01100,1,DB06204
DB00307,1,DB08820
DB00752,1,DB08918
DB00091,1,DB00343
DB00741,1,DB00794
DB01120,1,DB04574
DB01174,1,DB04855
DB00688,1,DB01060
DB00220,1,DB00337
DB00722,1,DB01395
DB00262,1,DB00337
DB00252,1,DB00333
DB00333,1,DB08873
DB01397,1,DB01436
DB00430,1,DB00682
DB00283,1,DB00898
DB00952,1,DB09042
DB00312,1,DB00717
DB00794,1,DB00876
DB01267,1,DB08882
DB00559,1,DB01224
DB00794,1,DB01268
DB00819,1,DB01294
DB00684,1,DB01009
DB00243,1,DB00307
DB00237,1,DB00717
DB00333,1,DB00794
DB00833,1,DB01082
DB01156,1,DB08865
DB00422,1,DB00938
DB00289,1,DB01579
DB00485,1,DB01082
DB01320,1,DB01567
DB00657,1,DB09220
DB01220,1,DB08827
DB00363,1,DB08893
DB01193,1,DB06706
DB00867,1,DB09082
DB06288,1,DB09042
DB00245,1,DB09271
DB00285,1,DB00623
DB00834,1,DB06287
DB00544,1,DB00864
DB00765,1,DB00972
DB00586,1,DB00794
DB00983,1,DB01255
DB00500,1,DB00687
DB06723,1,DB11093
DB08865,1,DB09083
DB00366,1,DB00967
DB00411,1,DB01203
DB00193,1,DB01356
DB01173,1,DB01189
DB00300,1,DB01600
DB00470,1,DB00907
DB00747,1,DB08893
DB00201,1,DB00983
DB00679,1,DB01100
DB01259,1,DB01590
DB01132,1,DB06335
DB00204,1,DB00734
DB00215,1,DB00806
DB00959,1,DB02901
DB00564,1,DB01247
DB00252,1,DB01017
DB00186,1,DB01189
DB00363,1,DB00953
DB01100,1,DB09291
DB00802,1,DB09072
DB00850,1,DB01021
DB00972,1,DB08910
DB00495,1,DB00677
DB00502,1,DB09272
DB00091,1,DB08865
DB00331,1,DB00880
DB00678,1,DB01143
DB00397,1,DB00907
DB01193,1,DB06413
DB00908,1,DB01377
DB08815,1,DB08865
DB00266,1,DB00321
DB00648,1,DB05812
DB00208,1,DB01197
DB00243,1,DB09053
DB00465,1,DB01082
DB00422,1,DB04946
DB00883,1,DB09048
DB00934,1,DB01618
DB01075,1,DB01182
DB06589,1,DB09083
DB00381,1,DB00625
DB00622,1,DB01167
DB06153,1,DB06698
DB00209,1,DB09076
DB06212,1,DB08822
DB00683,1,DB06201
DB00705,1,DB09034
DB00573,1,DB09214
DB00307,1,DB08932
DB04868,1,DB06684
DB01224,1,DB04924
DB00361,1,DB08820
DB00202,1,DB06696
DB08912,1,DB09118
DB00344,1,DB01063
DB00861,1,DB06696
DB00687,1,DB06710
DB01215,1,DB09117
DB00486,1,DB01238
DB00409,1,DB06684
DB00668,1,DB01001
DB00358,1,DB00849
DB00780,1,DB09026
DB00458,1,DB01353
DB00919,1,DB00991
DB00881,1,DB01235
DB00176,1,DB00363
DB00959,1,DB04876
DB00035,1,DB09068
DB00696,1,DB01463
DB01395,1,DB08882
DB00337,1,DB08895
DB00220,1,DB01609
DB00500,1,DB00932
DB00204,1,DB00588
DB00488,1,DB00752
DB00503,1,DB09074
DB00752,1,DB00903
DB01251,1,DB01319
DB00752,1,DB00915
DB00695,1,DB00854
DB00754,1,DB00898
DB01211,1,DB01590
DB00216,1,DB00767
DB00715,1,DB01463
DB00500,1,DB00974
DB00283,1,DB01021
DB00762,1,DB06589
DB00104,1,DB01193
DB00195,1,DB03128
DB00521,1,DB01115
DB01016,1,DB01264
DB00176,1,DB00780
DB00196,1,DB00622
DB00484,1,DB00492
DB01319,1,DB09128
DB00252,1,DB00996
DB00498,1,DB00945
DB00635,1,DB01263
DB00193,1,DB00682
DB00763,1,DB01418
DB00690,1,DB01232
DB00537,1,DB01029
DB00565,1,DB00622
DB00531,1,DB00694
DB00495,1,DB03880
DB00285,1,DB09042
DB00436,1,DB01192
DB00514,1,DB00767
DB01118,1,DB04905
DB00314,1,DB00781
DB01242,1,DB09271
DB00204,1,DB01238
DB00215,1,DB00556
DB00264,1,DB08868
DB00279,1,DB01104
DB00641,1,DB09065
DB00384,1,DB00712
DB00686,1,DB00788
DB00275,1,DB00794
DB00673,1,DB01118
DB04855,1,DB09143
DB00346,1,DB00887
DB01026,1,DB06287
DB00206,1,DB01175
DB00648,1,DB09048
DB01203,1,DB01288
DB00557,1,DB00813
DB00952,1,DB01038
DB00187,1,DB00411
DB00408,1,DB00696
DB06237,1,DB06414
DB00312,1,DB08931
DB00501,1,DB00884
DB00653,1,DB06207
DB00334,1,DB08882
DB00476,1,DB01254
DB00503,1,DB00531
DB00975,1,DB06605
DB00726,1,DB00765
DB00346,1,DB01197
DB01356,1,DB01600
DB00295,1,DB00344
DB00268,1,DB00909
DB01255,1,DB01403
DB00564,1,DB08867
DB00344,1,DB06204
DB00367,1,DB08873
DB00325,1,DB00343
DB00252,1,DB00820
DB00604,1,DB01167
DB00748,1,DB01278
DB01264,1,DB06203
DB00615,1,DB00648
DB00682,1,DB00788
DB00653,1,DB01208
DB00270,1,DB00559
DB04855,1,DB09049
DB00586,1,DB00673
DB01144,1,DB01255
DB00912,1,DB01169
DB00204,1,DB05039
DB00176,1,DB00898
DB01609,1,DB04855
DB00537,1,DB09083
DB00282,1,DB00814
DB00461,1,DB00974
DB00427,1,DB06201
DB01235,1,DB06292
DB00314,1,DB00452
DB00435,1,DB00750
DB00798,1,DB00948
DB00503,1,DB06684
DB01238,1,DB06335
DB00818,1,DB08883
DB00215,1,DB01241
DB00482,1,DB00512
DB00673,1,DB08815
DB01207,1,DB08918
DB00537,1,DB09280
DB00521,1,DB00752
DB00201,1,DB09080
DB00311,1,DB01356
DB00788,1,DB03615
DB00980,1,DB09054
DB00401,1,DB01164
DB00186,1,DB06153
DB01021,1,DB01200
DB00318,1,DB00808
DB00570,1,DB09118
DB00197,1,DB01124
DB00474,1,DB00542
DB00182,1,DB00258
DB00204,1,DB00951
DB01353,1,DB01357
DB00860,1,DB01656
DB00396,1,DB01251
DB00224,1,DB04938
DB00887,1,DB01172
DB00956,1,DB01075
DB00540,1,DB06204
DB00590,1,DB08912
DB00938,1,DB09009
DB00904,1,DB01356
DB00224,1,DB00864
DB00332,1,DB01069
DB00540,1,DB00601
DB00484,1,DB01100
DB01062,1,DB09271
DB00436,1,DB00854
DB00201,1,DB00972
DB00956,1,DB09072
DB00176,1,DB06706
DB00498,1,DB00784
DB01026,1,DB01238
DB00745,1,DB06335
DB00622,1,DB01136
DB00398,1,DB01263
DB00234,1,DB06704
DB00187,1,DB09242
DB04861,1,DB09118
DB00237,1,DB00393
DB00898,1,DB05109
DB00214,1,DB01380
DB00834,1,DB01623
DB00794,1,DB01340
DB00683,1,DB08820
DB00852,1,DB00867
DB00501,1,DB01319
DB00446,1,DB00839
DB01037,1,DB01224
DB00623,1,DB00697
DB00196,1,DB08896
DB00883,1,DB09118
DB00193,1,DB00953
DB00503,1,DB00619
DB00660,1,DB01173
DB00310,1,DB09242
DB00263,1,DB01054
DB00188,1,DB01232
DB00503,1,DB05109
DB00266,1,DB01167
DB00177,1,DB01235
DB00668,1,DB09080
DB00196,1,DB01184
DB00678,1,DB01356
DB00682,1,DB00860
DB08873,1,DB08875
DB00752,1,DB09209
DB00188,1,DB00476
DB00488,1,DB01171
DB00181,1,DB01100
DB01142,1,DB04884
DB00606,1,DB01551
DB00577,1,DB01024
DB00446,1,DB00864
DB00472,1,DB00686
DB00366,1,DB01189
DB00368,1,DB00867
DB00656,1,DB09054
DB00656,1,DB01264
DB00333,1,DB01595
DB00363,1,DB01229
DB01167,1,DB05521
DB00688,1,DB01163
DB00494,1,DB00752
DB00485,1,DB09268
DB00847,1,DB01377
DB00269,1,DB00307
DB00215,1,DB00864
DB00835,1,DB09072
DB08907,1,DB09477
DB00337,1,DB00877
DB01201,1,DB08816
DB00887,1,DB01235
DB00752,1,DB01463
DB01149,1,DB08439
DB00734,1,DB00924
DB00384,1,DB00844
DB00595,1,DB00653
DB00178,1,DB09026
DB00503,1,DB00850
DB00898,1,DB01367
DB00688,1,DB00864
DB00104,1,DB00207
DB00320,1,DB09054
DB00831,1,DB01037
DB00472,1,DB00656
DB00263,1,DB06203
DB01026,1,DB04861
DB00334,1,DB01200
DB00559,1,DB06589
DB00255,1,DB00494
DB00091,1,DB00241
DB00687,1,DB01601
DB00280,1,DB01045
DB00374,1,DB00584
DB00477,1,DB01560
DB00220,1,DB01253
DB00454,1,DB01017
DB00263,1,DB01190
DB00393,1,DB00622
DB00374,1,DB00887
DB00121,1,DB00415
DB01296,1,DB06684
DB00864,1,DB01012
DB00254,1,DB05528
DB00450,1,DB04908
DB00784,1,DB00945
DB01018,1,DB08933
DB01023,1,DB09073
DB00196,1,DB09082
DB00582,1,DB09166
